序号,提交答卷时间,所用时间,来源,来源详情,来自IP,Your Staff ID 员工号:,How is your physical condition today (今天身体感觉如何)？,Your Work Status Today 您今天的工作状态：,Your working hours today 您今天的工作小时数,Your Plan for Tomorrow 您明天的工作计划：,Your planned working hours tomorrow 您明天计划的工作小时数,"Anything(feeling, suggestion, difficulties) you would like say or draw attention to leadership team today (Optional) 你今天希望跟管理层沟通的内容（情绪、建议、遇到的困难等等，可以是任何内容），可选填"
2860,2020/2/21 9:14:15,19秒,微信,N/A,113.65.12.107(广东-广州),45057903,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2861,2020/2/21 9:14:55,17秒,微信,N/A,120.235.21.167(广东-广州),43990036,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2862,2020/2/21 9:16:03,41秒,微信,N/A,116.23.248.67(广东-广州),43784539,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2863,2020/2/21 9:17:47,18秒,微信,N/A,112.97.208.1(广东-东莞),43912564,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2864,2020/2/21 9:18:18,21秒,微信,N/A,58.63.138.138(广东-广州),43820983,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2865,2020/2/21 9:18:54,20秒,微信,N/A,113.64.83.67(广东-梅州),43228436,Feeling well and healthy,Work from home,8,Work from home,8,无
2866,2020/2/21 9:19:05,31秒,微信,N/A,113.65.205.122(广东-广州),45031738,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2867,2020/2/21 9:19:39,20秒,微信,N/A,116.199.51.100(广东-广州),43921020,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2868,2020/2/21 9:20:05,22秒,微信,N/A,112.97.241.61(广东-东莞),45079710,Feeling well and healthy,No working - Annual Leave,(跳过),No working - Annual Leave,(跳过),(空)
2869,2020/2/21 9:21:03,26秒,微信,N/A,113.111.21.174(广东-广州),44035459,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2870,2020/2/21 9:21:18,14秒,微信,N/A,36.26.137.155(浙江-衢州),43905752,Feeling well and healthy,Work from home,9,No working - Weekend or public holiday,(跳过),(空)
2871,2020/2/21 9:21:47,35秒,微信,N/A,112.1.136.98(江苏-泰州),45079629,Feeling well and healthy,Others - please specify〖No working - for intern〗,(跳过),Others - please specify〖No working - for intern〗,(跳过),(空)
2872,2020/2/21 9:23:27,36秒,微信,N/A,121.32.181.227(广东-广州),44078853,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2873,2020/2/21 9:24:10,22秒,微信,N/A,58.249.112.85(广东-广州),44128899,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2874,2020/2/21 9:24:47,15秒,微信,N/A,103.27.26.148(广东-东莞),43581055,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2875,2020/2/21 9:25:51,35秒,微信,N/A,120.230.119.6(广东-广州),45015800,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2876,2020/2/21 9:26:47,32秒,微信,N/A,223.104.65.137(广东-未知),45067599,Feeling well and healthy,Work from home,10,No working - Weekend or public holiday,(跳过),(空)
2877,2020/2/21 9:29:40,30秒,微信,N/A,116.22.163.214(广东-广州),43743142,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2878,2020/2/21 9:30:02,22秒,微信,N/A,223.73.89.25(广东-佛山),43646405,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2879,2020/2/21 9:30:34,18秒,微信,N/A,183.4.29.190(广东-汕头),45058400,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2880,2020/2/21 9:31:04,34秒,微信,N/A,120.230.76.59(广东-广州),43675743,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2881,2020/2/21 9:32:07,36秒,微信,N/A,61.140.206.8(广东-广州),44129170,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2882,2020/2/21 9:34:22,17秒,微信,N/A,119.131.152.234(广东-广州),44084864,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2883,2020/2/21 9:34:17,15秒,微信,N/A,183.25.128.96(广东-惠州),44112163,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2884,2020/2/21 9:34:37,21秒,微信,N/A,119.130.209.243(广东-广州),43993248,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2885,2020/2/21 9:34:43,14秒,微信,N/A,113.65.71.246(广东-广州),45049396,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2886,2020/2/21 9:34:52,16秒,微信,N/A,113.67.11.171(广东-广州),45071568,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2887,2020/2/21 9:35:25,50秒,微信,N/A,193.37.33.6(国外-英国),43781654,Feeling well and healthy,Others - please specify〖Working from HDPI Bangalore〗,(跳过),No working - Weekend or public holiday,(跳过),(空)
2888,2020/2/21 9:35:24,51秒,微信,N/A,183.6.159.242(广东-广州),43878583,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2889,2020/2/21 9:35:49,20秒,微信,N/A,113.115.23.64(广东-广州),43845168,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2890,2020/2/21 9:35:59,43秒,微信,N/A,112.96.179.67(广东-广州),45018085,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2891,2020/2/21 9:36:03,18秒,微信,N/A,203.219.129.229(国外-澳大利亚),44113038,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2892,2020/2/21 9:36:23,19秒,微信,N/A,113.111.10.170(广东-广州),43898724,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2893,2020/2/21 9:36:33,42秒,微信,N/A,120.229.84.112(广东-深圳),45058593,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2894,2020/2/21 9:36:40,91秒,微信,N/A,112.96.199.134(广东-广州),45020652,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2895,2020/2/21 9:38:09,35秒,微信,N/A,59.41.149.15(广东-广州),45036594,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2896,2020/2/21 9:38:21,13秒,微信,N/A,59.42.108.44(广东-广州),44081944,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2897,2020/2/21 9:38:45,45秒,微信,N/A,103.27.25.169(广东-东莞),44108139,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2898,2020/2/21 9:40:11,20秒,微信,N/A,112.96.102.211(广东-广州),45060740,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2899,2020/2/21 9:40:13,21秒,微信,N/A,120.230.100.108(广东-广州),43227993,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2900,2020/2/21 9:41:02,68秒,微信,N/A,112.96.37.198(广东-珠海),43334347,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2901,2020/2/21 9:42:24,31秒,微信,N/A,113.70.228.252(广东-佛山),44116444,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2902,2020/2/21 9:42:28,32秒,微信,N/A,183.62.57.192(广东-广州),43974384,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2903,2020/2/21 9:43:10,21秒,微信,N/A,120.230.79.116(广东-广州),43896175,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2904,2020/2/21 9:43:49,25秒,微信,N/A,223.74.66.159(广东-广州),43485466,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2905,2020/2/21 9:44:31,24秒,微信,N/A,113.111.62.73(广东-广州),44125886,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2906,2020/2/21 9:45:41,26秒,微信,N/A,103.27.26.205(广东-东莞),45048198,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2907,2020/2/21 9:46:21,38秒,微信,N/A,117.140.63.145(广西-南宁),45044663,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2908,2020/2/21 9:47:25,57秒,微信,N/A,117.136.116.213(安徽-未知),45079625,Feeling well and healthy,Others - please specify〖No working - for intern only〗,(跳过),Others - please specify〖No working - for intern only〗,(跳过),(空)
2909,2020/2/21 9:47:20,19秒,微信,N/A,117.136.41.37(广东-广州),43701247,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2910,2020/2/21 9:47:22,16秒,微信,N/A,113.117.89.86(广东-揭阳),45057233,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2911,2020/2/21 9:48:02,15秒,微信,N/A,112.96.66.165(广东-佛山),43887682,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2912,2020/2/21 9:50:43,46秒,微信,N/A,47.11.188.33(国外-印度),43883153,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2913,2020/2/21 9:51:32,17秒,微信,N/A,117.136.41.49(广东-广州),44063807,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2914,2020/2/21 9:53:02,34秒,微信,N/A,218.108.128.58(浙江-杭州),44108136,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2915,2020/2/21 9:53:50,17秒,微信,N/A,61.142.233.152(广东-佛山),43833909,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2916,2020/2/21 9:53:53,19秒,微信,N/A,58.62.164.139(广东-广州),44043672,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2917,2020/2/21 9:54:28,22秒,微信,N/A,120.35.50.164(福建-福州),44017476,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2918,2020/2/21 9:57:11,16秒,微信,N/A,119.246.86.208(香港-未知),45038663,Feeling well and healthy,Work from home,9,Work from home,9,(空)
2919,2020/2/21 9:57:54,17秒,微信,N/A,103.27.25.79(广东-东莞),43639221,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2920,2020/2/21 9:58:14,19秒,微信,N/A,116.23.53.120(广东-广州),44063798,Feeling well and healthy,Work from home,12,Work from home,12,(空)
2921,2020/2/21 9:59:49,38秒,微信,N/A,120.229.221.166(广东-揭阳),43884690,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2922,2020/2/21 10:00:30,14秒,微信,N/A,27.46.132.153(广东-广州),43792531,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2923,2020/2/21 10:00:31,17秒,微信,N/A,113.119.29.13(广东-广州),45039550,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2924,2020/2/21 10:01:07,45秒,微信,N/A,113.111.21.174(广东-广州),44035459,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2925,2020/2/21 10:01:55,26秒,微信,N/A,1.129.105.75(国外-澳大利亚),43872298,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2926,2020/2/21 10:02:39,33秒,微信,N/A,183.48.22.159(广东-广州),44061627,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2927,2020/2/21 10:05:16,19秒,微信,N/A,120.235.14.214(广东-广州),43892834,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2928,2020/2/21 10:05:41,19秒,微信,N/A,219.137.184.208(广东-广州),45064974,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2929,2020/2/21 10:07:58,29秒,微信,N/A,110.88.225.118(福建-龙岩),43837194,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2930,2020/2/21 10:08:04,15秒,微信,N/A,223.73.193.209(广东-广州),44033531,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2931,2020/2/21 10:11:56,12秒,微信,N/A,120.230.129.250(广东-广州),45057348,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2932,2020/2/21 10:18:39,31秒,微信,N/A,119.34.16.20(广东-广州),44000297,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2933,2020/2/21 10:23:21,18秒,微信,N/A,117.136.40.130(广东-广州),43534006,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2934,2020/2/21 10:26:13,44秒,微信,N/A,220.198.208.181(广东-广州),43870755,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2935,2020/2/21 10:35:21,14秒,微信,N/A,58.63.37.210(广东-广州),45028549,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2936,2020/2/21 10:36:17,24秒,链接,直接访问,183.67.57.155(重庆-重庆),45086449,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2937,2020/2/21 10:37:33,50秒,微信,N/A,123.129.116.40(山东-东营),44019771,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2938,2020/2/21 10:43:51,81秒,微信,N/A,121.32.153.185(广东-广州),43367643,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2939,2020/2/21 10:58:16,18秒,微信,N/A,112.96.194.130(广东-佛山),43677051,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2940,2020/2/21 11:10:40,21秒,微信,N/A,113.119.156.116(广东-广州),43594879,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2941,2020/2/21 11:14:47,16秒,微信,N/A,59.35.84.208(广东-汕头),45057737,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2942,2020/2/21 11:44:33,23秒,微信,N/A,106.17.24.58(湖南-长沙),45079618,Feeling well and healthy,Others - please specify〖intern〗,(跳过),Others - please specify〖intern〗,(跳过),(空)
2943,2020/2/21 14:48:40,23秒,微信,N/A,116.22.54.11(广东-广州),44065819,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2944,2020/2/22 9:01:10,14秒,微信,N/A,113.109.37.86(广东-广州),43188169,Feeling well and healthy,No working - Weekend or public holiday,(跳过),No working - Weekend or public holiday,(跳过),(空)
2945,2020/2/22 9:04:10,17秒,微信,N/A,58.63.1.73(广东-广州),45060754,Feeling well and healthy,No working - Weekend or public holiday,(跳过),No working - Weekend or public holiday,(跳过),(空)
2946,2020/2/22 9:07:26,89秒,微信,N/A,112.96.164.212(广东-广州),44122501,Feeling well and healthy,No working - Weekend or public holiday,(跳过),No working - Weekend or public holiday,(跳过),(空)
2947,2020/2/22 9:07:41,26秒,微信,N/A,113.111.51.76(广东-广州),44125886,Feeling well and healthy,No working - Weekend or public holiday,(跳过),No working - Weekend or public holiday,(跳过),(空)
2948,2020/2/22 9:13:31,13秒,微信,N/A,117.136.40.131(广东-广州),43992018,Feeling well and healthy,No working - Weekend or public holiday,(跳过),No working - Weekend or public holiday,(跳过),(空)
2949,2020/2/22 9:16:29,24秒,微信,N/A,223.73.193.209(广东-广州),44033531,Feeling well and healthy,No working - Weekend or public holiday,(跳过),No working - Weekend or public holiday,(跳过),(空)
2950,2020/2/22 9:17:25,70秒,微信,N/A,223.73.197.4(广东-广州),43682095,Feeling well and healthy,Work from home,0,Work from home,0,(空)
2951,2020/2/22 9:19:33,34秒,微信,N/A,113.64.83.67(广东-梅州),43228436,Feeling well and healthy,No working - Weekend or public holiday,(跳过),No working - Weekend or public holiday,(跳过),无
2952,2020/2/22 9:20:46,47秒,链接,直接访问,114.100.109.144(安徽-合肥),45079625,Feeling well and healthy,Others - please specify〖No working - for intern only〗,(跳过),Others - please specify〖No working - for intern only〗,(跳过),(空)
2953,2020/2/22 9:38:22,16秒,微信,N/A,113.100.125.247(广东-肇庆),43278955,Feeling well and healthy,No working - Weekend or public holiday,(跳过),No working - Weekend or public holiday,(跳过),(空)
2954,2020/2/22 10:01:11,15秒,微信,N/A,120.230.113.8(广东-广州),43485466,Feeling well and healthy,No working - Weekend or public holiday,(跳过),No working - Weekend or public holiday,(跳过),(空)
2955,2020/2/22 10:03:52,20秒,微信,N/A,113.64.19.136(广东-揭阳),45057233,Feeling well and healthy,No working - Weekend or public holiday,(跳过),No working - Weekend or public holiday,(跳过),(空)
2956,2020/2/22 10:04:43,15秒,微信,N/A,120.230.129.250(广东-广州),45057348,Feeling well and healthy,No working - Weekend or public holiday,(跳过),No working - Weekend or public holiday,(跳过),(空)
2957,2020/2/22 10:05:29,15秒,微信,N/A,116.22.206.111(广东-广州),44129170,Feeling well and healthy,No working - Weekend or public holiday,(跳过),No working - Weekend or public holiday,(跳过),(空)
2958,2020/2/22 10:11:29,16秒,微信,N/A,116.2.148.165(辽宁-沈阳),43919523,Feeling well and healthy,No working - Weekend or public holiday,(跳过),No working - Weekend or public holiday,(跳过),(空)
2959,2020/2/22 10:25:40,20秒,微信,N/A,123.129.125.94(山东-东营),44019771,Feeling well and healthy,No working - Weekend or public holiday,(跳过),No working - Weekend or public holiday,(跳过),(空)
2960,2020/2/22 10:45:11,21秒,微信,N/A,116.22.164.254(广东-广州),43910465,Feeling well and healthy,No working - Weekend or public holiday,(跳过),No working - Weekend or public holiday,(跳过),(空)
2961,2020/2/22 10:55:54,20秒,微信,N/A,117.136.40.130(广东-广州),43534006,Feeling well and healthy,No working - Weekend or public holiday,(跳过),No working - Weekend or public holiday,(跳过),(空)
2962,2020/2/23 7:26:13,31秒,微信,N/A,113.111.51.76(广东-广州),44125886,Feeling well and healthy,No working - Weekend or public holiday,(跳过),Work from home,8,(空)
2963,2020/2/23 8:21:24,17秒,微信,N/A,113.109.37.86(广东-广州),43188169,Feeling well and healthy,No working - Weekend or public holiday,(跳过),Work from home,8,(空)
2964,2020/2/23 8:26:24,18秒,微信,N/A,116.22.206.111(广东-广州),44129170,Feeling well and healthy,No working - Weekend or public holiday,(跳过),Work from home,8,(空)
2965,2020/2/23 8:28:31,15秒,微信,N/A,58.63.3.109(广东-广州),45060754,Feeling well and healthy,No working - Weekend or public holiday,(跳过),Work from home,8,(空)
2966,2020/2/23 8:41:32,21秒,微信,N/A,117.136.41.51(广东-广州),43992018,Feeling well and healthy,No working - Weekend or public holiday,(跳过),Work from home,8,(空)
2967,2020/2/23 8:55:51,19秒,微信,N/A,116.2.148.165(辽宁-沈阳),43919523,Feeling well and healthy,No working - Weekend or public holiday,(跳过),No working - Weekend or public holiday,(跳过),(空)
2968,2020/2/23 8:57:23,28秒,微信,N/A,113.100.125.247(广东-肇庆),43278955,Feeling well and healthy,No working - Weekend or public holiday,(跳过),Work from home,8,(空)
2969,2020/2/23 9:12:19,28秒,微信,N/A,219.136.198.99(广东-广州),44122501,Feeling well and healthy,No working - Weekend or public holiday,(跳过),Work from home,8,(空)
2970,2020/2/23 9:14:18,30秒,微信,N/A,117.136.12.33(广东-佛山),43228436,Feeling well and healthy,No working - Weekend or public holiday,(跳过),Work from home,8,无
2971,2020/2/23 9:19:14,49秒,链接,直接访问,183.160.191.124(安徽-合肥),45079625,Feeling well and healthy,Others - please specify〖No working - for intern only〗,(跳过),Others - please specify〖No working - for intern only〗,(跳过),(空)
2972,2020/2/23 9:19:23,17秒,微信,N/A,113.64.19.136(广东-揭阳),45057233,Feeling well and healthy,No working - Weekend or public holiday,(跳过),Work from home,8,(空)
2973,2020/2/23 9:54:43,15秒,微信,N/A,120.35.50.164(福建-福州),44017476,Feeling well and healthy,No working - Weekend or public holiday,(跳过),No working - Weekend or public holiday,(跳过),(空)
2974,2020/2/23 10:29:41,20秒,微信,N/A,123.129.125.94(山东-东营),44019771,Feeling well and healthy,No working - Weekend or public holiday,(跳过),Work from home,8,(空)
2975,2020/2/23 10:35:13,20秒,微信,N/A,120.230.113.8(广东-广州),43485466,Feeling well and healthy,No working - Weekend or public holiday,(跳过),Work from home,8,(空)
2976,2020/2/23 10:35:38,22秒,微信,N/A,116.22.164.254(广东-广州),43910465,Feeling well and healthy,No working - Weekend or public holiday,(跳过),Work from home,7,(空)
2977,2020/2/23 10:49:38,13秒,微信,N/A,120.230.99.207(广东-广州),45057348,Feeling well and healthy,No working - Weekend or public holiday,(跳过),Work from home,8,(空)
2978,2020/2/23 10:53:53,21秒,微信,N/A,223.73.193.25(广东-广州),44033531,Feeling well and healthy,No working - Weekend or public holiday,(跳过),Work from home,8,(空)
2979,2020/2/23 12:05:34,34秒,微信,N/A,119.130.215.21(广东-广州),43534006,Feeling well and healthy,No working - Weekend or public holiday,(跳过),Work from home,8,(空)
2980,2020/2/24 7:19:34,47秒,微信,N/A,14.27.48.143(广东-广州),43440174,Feeling well and healthy,Work from home,4,Work from home,8,Take PM leave today
2981,2020/2/24 8:04:37,20秒,微信,N/A,113.103.7.91(广东-广州),45060966,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2982,2020/2/24 8:05:02,24秒,微信,N/A,113.111.51.76(广东-广州),44125886,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2983,2020/2/24 8:08:10,38秒,微信,N/A,183.48.20.255(广东-广州),43431908,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2984,2020/2/24 8:08:35,32秒,微信,N/A,49.195.87.189(国外-澳大利亚),45036976,Feeling well and healthy,Work from home,10.18,Work from home,10.18,(空)
2985,2020/2/24 8:08:40,20秒,微信,N/A,219.136.131.99(广东-广州),43425318,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2986,2020/2/24 8:09:10,65秒,微信,N/A,113.214.194.54(浙江-杭州),43925352,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2987,2020/2/24 8:10:02,17秒,微信,N/A,223.104.64.208(广东-未知),43657984,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2988,2020/2/24 8:13:24,45秒,微信,N/A,219.136.196.68(广东-广州),43728642,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2989,2020/2/24 8:14:40,20秒,微信,N/A,120.230.116.171(广东-广州),45027222,Feeling well and healthy,Work from home,12,Work from home,12,(空)
2990,2020/2/24 8:19:52,23秒,微信,N/A,121.32.71.72(广东-广州),43815874,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2991,2020/2/24 8:21:47,18秒,微信,N/A,116.20.115.1(广东-佛山),43886085,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2992,2020/2/24 8:22:01,22秒,微信,N/A,113.103.6.106(广东-广州),44074215,Feeling well and healthy,Others - please specify〖Maternity leave〗,(跳过),Others - please specify〖Maternity leave〗,(跳过),(空)
2993,2020/2/24 8:22:02,17秒,微信,N/A,59.42.24.90(广东-广州),45071071,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2994,2020/2/24 8:22:19,20秒,微信,N/A,61.140.244.252(广东-广州),43281397,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2995,2020/2/24 8:24:00,16秒,微信,N/A,120.230.114.57(广东-广州),45057419,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2996,2020/2/24 8:24:10,162秒,微信,N/A,113.74.126.50(广东-珠海),45014201,Feeling well and healthy,Work from home,8,Work from home,8,我广州住的地方通知说广东省是重点疫区 任何广东地区回去的不让进小区，需要在外隔离15天。这样我回广州需要另外花钱居住。
2997,2020/2/24 8:24:13,27秒,微信,N/A,183.63.97.138(广东-广州),43165040,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2998,2020/2/24 8:25:03,20秒,微信,N/A,103.27.26.229(广东-东莞),43402513,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2999,2020/2/24 8:25:14,16秒,微信,N/A,120.235.11.44(广东-广州),43728644,Feeling well and healthy,Work from home,8,Work from home,8,(空)
3000,2020/2/24 8:25:49,27秒,微信,N/A,223.74.207.65(广东-潮州),45079710,Feeling well and healthy,No working - Annual Leave,(跳过),No working - Annual Leave,(跳过),(空)
3001,2020/2/24 8:26:10,24秒,微信,N/A,120.230.115.234(广东-广州),45013281,Feeling well and healthy,Work from home,8,Work from home,8,(空)
3002,2020/2/24 8:26:18,21秒,微信,N/A,120.230.122.79(广东-广州),45083381,Feeling well and healthy,Work from home,9.5,Work from home,9.5,(空)
3003,2020/2/24 8:27:46,20秒,微信,N/A,113.65.207.117(广东-广州),43898724,Feeling well and healthy,Work from home,8,Work from home,8,(空)
3004,2020/2/24 8:28:03,18秒,微信,N/A,113.119.156.244(广东-广州),43167031,Feeling well and healthy,Work from home,8,Work from home,8,(空)
3005,2020/2/24 8:28:48,21秒,微信,N/A,117.136.32.58(广东-广州),43988222,Feeling well and healthy,Work from home,8,Work from home,8,(空)
3006,2020/2/24 8:30:18,64秒,微信,N/A,113.69.36.214(广东-佛山),44129177,Feeling well and healthy,Work from home,8,Work from home,8,(空)
3007,2020/2/24 8:31:16,20秒,微信,N/A,219.137.142.196(广东-广州),43864498,Feeling well and healthy,Work from home,8,Work from home,8,(空)
3008,2020/2/24 8:31:26,26秒,微信,N/A,14.223.176.168(广东-佛山),45053323,Feeling well and healthy,Work from home,8,Work from home,8,i
3009,2020/2/24 8:32:18,26秒,微信,N/A,103.27.26.39(广东-东莞),44020765,Feeling well and healthy,Work from home,8,Work from home,8,(空)
3010,2020/2/24 8:33:07,25秒,微信,N/A,113.109.43.137(广东-广州),43784539,Feeling well and healthy,Work from home,8,Work from home,8,(空)
3011,2020/2/24 8:33:25,28秒,微信,N/A,58.249.112.85(广东-广州),44128899,Feeling well and healthy,Work from home,8,Work from home,8,(空)
3012,2020/2/24 8:34:08,28秒,微信,N/A,220.198.208.56(广东-广州),43870755,Feeling well and healthy,Work from home,8,Work from home,8,(空)
3013,2020/2/24 8:34:09,28秒,微信,N/A,58.62.134.146(广东-广州),43564879,Feeling well and healthy,Work from home,8,Work from home,8,(空)
3014,2020/2/24 8:34:20,34秒,微信,N/A,113.65.207.230(广东-广州),45031738,Feeling well and healthy,Work from home,8,Work from home,8,(空)
3015,2020/2/24 8:34:39,19秒,微信,N/A,117.136.41.49(广东-广州),43992018,Feeling well and healthy,Work from home,8,Work from home,8,(空)
3016,2020/2/24 8:36:03,15秒,链接,直接访问,113.111.10.151(广东-广州),44113273,Feeling well and healthy,Work from home,8,Work from home,8,(空)
3017,2020/2/24 8:36:25,31秒,微信,N/A,117.136.79.20(广东-广州),44050485,Feeling well and healthy,Work from home,8,Work from home,8,(空)
3018,2020/2/24 8:37:51,20秒,微信,N/A,219.135.62.229(广东-佛山),43870777,Feeling well and healthy,Work from home,8,Work from home,8,(空)
3019,2020/2/24 8:38:31,30秒,微信,N/A,218.19.136.68(广东-广州),44062967,Feeling well and healthy,Work from home,8,Work from home,8,(空)
3020,2020/2/24 8:38:39,20秒,微信,N/A,27.46.132.110(广东-广州),43792531,Feeling well and healthy,Work from home,8,Work from home,8,(空)
3021,2020/2/24 8:39:03,19秒,微信,N/A,113.109.37.128(广东-广州),43188169,Feeling well and healthy,Work from home,8,Work from home,8,(空)
3022,2020/2/24 8:39:09,19秒,微信,N/A,112.96.109.31(广东-广州),43912564,Feeling well and healthy,Work from home,8,Work from home,8,(空)
3023,2020/2/24 8:39:28,18秒,微信,N/A,116.199.102.158(广东-广州),45077109,Feeling well and healthy,Work from home,8,Work from home,8,(空)
3024,2020/2/24 8:40:08,67秒,微信,N/A,120.230.178.60(广东-江门),45067599,Feeling well and healthy,Work from home,10,Work from home,10,(空)
3025,2020/2/24 8:40:42,20秒,微信,N/A,116.16.77.99(广东-清远),45012900,Feeling well and healthy,Work from home,8,Work from home,8,(空)
3026,2020/2/24 8:41:06,18秒,微信,N/A,116.2.148.165(辽宁-沈阳),43919523,Feeling well and healthy,Work from home,8,Work from home,8,(空)
